x_left,y_left,z_left,x_right,y_right,z_right,x_center,y_center,z_center,lon_center,lat_center
-237.738896997983,143.2267092237,-1.2147349359109,-250.833298604213,135.909835125102,1.2147349359109,-244.064287091259,139.692215298057,0.297798636710676,-86.2384790728165,39.7893765794925
-234.366207475819,137.395058026325,-1.2147349359109,-247.244259740786,129.703779208028,1.2147349359109,-240.591441980494,133.677103377614,0.298868660994331,-86.2384384217367,39.7893224757992
-230.822961021393,131.629140442956,-1.2147349359109,-243.508358778149,123.624099296722,1.2147349359109,-236.95691024231,127.758350039342,0.299451771789497,-86.2383958780486,39.7892692388155
-227.134813199626,125.918575201365,-1.2147349359109,-239.65496370857,117.657471689522,1.2147349359109,-233.190183027903,121.923093124831,0.299938252446817,-86.238351786958,39.7892167528511
-223.326489213159,120.251286022712,-1.2147349359109,-235.711647573228,111.789143717362,1.2147349359109,-229.316872574843,116.158364883029,0.300229716752373,-86.2383064482668,39.7891649012658
-219.433896789514,114.634688237865,-1.2147349359109,-231.687113266945,105.982596816873,1.2147349359109,-225.344133406072,110.461424122652,0.296834771723547,-86.2382599457216,39.7891136594036
-215.466772716809,109.180470528836,-1.2147349359109,-227.473429953757,100.189353690843,1.2147349359109,-221.25082617241,104.849114848249,0.294835201887388,-86.2382120318777,39.7890631787702
-211.347792437206,103.834273525732,-1.2147349359109,-223.104581871137,94.5188077721466,1.2147349359109,-217.016599139144,99.3426072303405,0.295848597898656,-86.2381624685095,39.7890136497834
-207.083547099601,98.5982821828651,-1.2147349359109,-218.58719609215,88.9719609823119,1.2147349359109,-212.635166665515,93.9526542119848,0.296957748024829,-86.2381111820412,39.7889651691618
-202.67990793276,93.4743506915793,-1.2147349359109,-213.927072554008,83.5495691835287,1.2147349359109,-208.109777873337,88.6828964426293,0.297436542879911,-86.238058210505,39.7889177696517
-198.142402776726,88.4644781348652,-1.2147349359109,-209.129593388359,78.2526397859859,1.2147349359109,-203.446948288143,83.5342677343629,0.297497458363025,-86.2380036301678,39.7888714596524
-193.476220478706,83.5707769116628,-1.2147349359109,-204.199734854529,73.0823909809519,1.2147349359109,-198.653105095072,78.5074029083073,0.297428761790164,-86.2379475162624,39.788826244874
-188.686192003814,78.7954326458779,-1.2147349359109,-199.142053084962,68.0402027993454,1.2147349359109,-193.733625828283,73.6034822655637,0.297390124566109,-86.2378899317352,39.7887821359327
-183.776802953716,74.1407101633413,-1.2147349359109,-193.960701621003,63.1276175942933,1.2147349359109,-188.692859383352,68.8243783361263,0.297380507597396,-86.2378309274917,39.7887391496713
-178.752238124957,69.6089925319199,-1.2147349359109,-188.659481453534,58.3463760673338,1.2147349359109,-183.534706187209,64.1722527861416,0.297376708575982,-86.237770549188,39.7886973055332
-173.616423657012,65.2028136699303,-1.2147349359109,-183.241887383103,53.6984471920356,1.2147349359109,-178.262848717478,59.6494005021589,0.297375799522302,-86.237708839929,39.78865662416
-168.373063166891,60.9248828710711,-1.2147349359109,-177.711147149847,49.1860504109306,1.2147349359109,-172.88070505874,55.258361444264,0.297361300810357,-86.2376458397248,39.7886171283977
-163.025674669995,56.7781082918534,-1.2147349359109,-172.070260723832,44.8116776162203,1.2147349359109,-167.391550312285,51.0018408206827,0.297333885099767,-86.2375815869119,39.7885788425787
-157.577620628821,52.7656136464622,-1.2147349359109,-166.322031869117,40.5781088952594,1.2147349359109,-161.798494459819,46.8827796323937,0.297297613594966,-86.2375161178938,39.7885417931562
-152.032140387046,48.8907561386086,-1.2147349359109,-160.469101924675,36.4884305497294,1.2147349359109,-156.10448287117,42.904416486286,0.29725126047608,-86.2374494671473,39.7885060092601
-146.392383835598,45.1571440521779,-1.2147349359109,-154.513984765688,32.5460537609952,1.2147349359109,-150.312376731725,39.0702426157268,0.297198575900503,-86.2373816681638,39.788471522293
-140.661443687262,41.5686519349315,-1.2147349359109,-148.459100366481,28.754731757522,1.2147349359109,-144.424929048232,35.3841014866302,0.29713620068674,-86.2373127531683,39.7884383668253
-134.842392492769,38.1294370810863,-1.2147349359109,-142.306813651396,25.1185794319285,1.2147349359109,-138.444877895042,31.8501256948778,0.29706237940485,-86.2372427542112,39.7884065800281
-128.938317733809,34.843952390893,-1.2147349359109,-136.059471836361,21.6420902401314,1.2147349359109,-132.374976494051,28.4727526358133,0.296983963747026,-86.2371717035199,39.7883762018143
-122.952358436634,31.716957638678,-1.2147349359109,-129.719444166741,18.3301525410687,1.2147349359109,-126.21796068887,25.2568678597348,0.296894606092083,-86.2370996331187,39.7883472761275
-116.887748858579,28.7535311800602,-1.2147349359109,-123.289170258154,15.1880675291168,1.2147349359109,-119.976700720449,22.2076311906971,0.296792351591668,-86.237026576605,39.7883198493784
-110.747857892926,25.9590751921607,-1.2147349359109,-116.771205397465,12.2215614127475,1.2147349359109,-113.654199873156,19.330549595776,0.296686992132131,-86.2369525691333,39.7882939711001
-104.536232534209,23.3393185026899,-1.2147349359109,-110.168272054626,9.43679603946563,1.2147349359109,-107.253568422478,16.6316552994116,0.29657063498155,-86.2368776471109,39.7882696955502
-98.256650170485,20.9003174001294,-1.2147349359109,-103.483323189312,6.84037824114777,1.2147349359109,-100.778209541173,14.1172316079193,0.296440330253213,-86.2368018503731,39.7882470792448
-91.9131643512188,18.6484466277189,-1.2147349359109,-96.7196015974333,4.43935935941759,1.2147349359109,-94.2318151252684,11.7939076817027,0.296307874959587,-86.2367252221352,39.7882261818107
-85.5101841038809,16.5903936021481,-1.13897126813013,-89.8807386285219,2.24123846509767,1.13897126813013,-87.6181776013136,9.66954931029478,0.298031557652502,-86.2366478067891,39.7882070739977
-79.0533441203794,14.7333519714089,-1.0250026966816,-82.9717044504144,0.254178917535651,1.0250026966816,-80.9449102736862,7.74361349303143,0.302161947404672,-86.2365696934516,39.7881897509217
-72.5475879261273,13.0843777168738,-0.911414300665676,-75.9967825730054,-1.51367202574413,0.911414300665676,-74.216720226487,6.02009782431626,0.307554584725557,-86.2364909372211,39.7881742485397
-65.9987128370837,11.6508364380946,-0.79816176927174,-68.9612473004995,-3.0536999215828,0.79816176927174,-67.4368990127033,4.51240089394297,0.3129801335529,-86.2364115766266,39.7881606873668
-59.4130660836561,10.4402214838001,-0.685449996650419,-61.8710731456722,-4.35701478798657,0.685449996650419,-60.6104610585566,3.23188710314899,0.318011524476893,-86.236331670364,39.7881491696218
-52.7812140733725,9.45372876226034,-0.572928928812227,-54.7518252100914,-5.41626423531163,0.572928928812227,-53.7452890173973,2.17893597050253,0.323009195807474,-86.2362513107029,39.7881396987182
-46.0943988826542,8.66741316812137,-0.460795525105392,-47.6346735015906,-6.2532957325395,0.460795525105392,-46.8508365013918,1.33976823264464,0.326876347269867,-86.2361706083019,39.7881321507167
-39.3671859601308,8.06256285744237,-0.348893436366745,-40.5209652783925,-6.89299775674898,0.348893436366745,-39.9357266332848,0.693004081673988,0.329847528760773,-86.236089664098,39.7881263333138
-32.6053783383677,7.62021097019223,-0.237166747013519,-33.4176987308102,-7.3577773987451,0.237166747013519,-33.0069510799285,0.21580267303596,0.33211087100931,-86.2360085599317,39.7881220410647
-25.8135983428526,7.32085415188354,-0.125563921140197,-26.3300396157438,-7.67025282564332,0.125563921140197,-26.0697248423042,-0.113911355357565,0.333731701262401,-86.2359273568467,39.7881190754097
-18.9953141768089,7.14466969946117,-0.0140313430849004,-19.2615413035103,-7.85296755168637,0.0140313430849004,-19.1277761187907,-0.317440503805216,0.334711365215091,-86.235846098483,39.7881172447408
-12.1529325318494,7.0716694380054,0,-12.21441287843,-7.92820456703159,0,-12.1836210295539,-0.415659934559694,0.33466897283652,-86.2357648142929,39.7881163612936
-5.28786341006531,7.0817910729243,0,-5.18973121538004,-7.91788792605318,0,-5.23878602037107,-0.419774464979866,0.334723773062296,-86.2356835221441,39.7881163242849
1.59912318647329,7.15493251831398,0,1.8120786375723,-7.8435557380353,0,1.70569397038778,-0.350865723165267,0.334800201146836,-86.2356022341508,39.7881169440934
8.50775608331799,7.27093514060267,0,8.79101733932531,-7.72639005627311,0,8.64952415789852,-0.235004594278459,0.334830628710369,-86.2355209537639,39.7881179862211
15.4381373798673,7.4095376021998,0,15.7473268165187,-7.58727545565563,0,15.5928878715791,-0.096424501556628,0.334845200418597,-86.2354396788371,39.7881192326975
22.3906406639724,7.55030931060508,0,22.6813524744167,-7.44687331291685,0,22.5361616263421,0.0432031015248692,0.334830113937681,-86.2353584049634,39.7881204885958
29.365761910418,7.67256918533063,0,29.5933790556847,-7.32570372974798,0,29.4797181290352,0.16370396602194,0.334819512599782,-86.23527712778,39.7881215724563
36.3639137371544,7.75529769684031,0,36.4834323746257,-7.2442261387785,0,36.4237030416696,0.251773218092721,0.334828901127758,-86.2351958455819,39.7881223646064
43.3178086400804,7.80606846481121,0,43.4182006312991,-7.19359557969655,0,43.3679741863794,0.310785903557417,0.334836340879979,-86.2351145600334,39.7881228954035
50.2701535797618,7.8488008298393,0,50.3546128132562,-7.15096138953863,0,50.3123624988017,0.352595584600558,0.334846894186635,-86.2350332731133,39.7881232714661
57.2211450876395,7.88478244059251,0,57.2924386223317,-7.11504813284768,0,57.2567856501686,0.386172618731649,0.334853537902404,-86.2349519857854,39.788123573479
64.1707699960572,7.91529791306376,0,64.2316644934648,-7.08457848176648,0,64.2012169516289,0.415431921641858,0.334856004368163,-86.2348706983621,39.7881238366555
71.1190195966659,7.94163092405888,0,71.1722813584075,-7.05827451513427,0,71.1456508427011,0.4415753646754,0.33485666483693,-86.2347894109085,39.7881240718061
78.0658892278074,7.96506423214413,0,78.1142842581189,-7.03485769835408,0,78.0900863288516,0.465231619831139,0.33485721246371,-86.2347081234363,39.7881242845853
85.0113760368032,7.98687970560359,0,85.0576701250588,-7.01304885613938,0,85.0345219304161,0.487288207543216,0.334858123492889,-86.2346268359627,39.7881244829761
91.9554774249392,8.00835836310284,0,92.0024362388262,-6.99156813237701,0,91.978955165631,0.508927361639111,0.334858178221658,-86.2345455485168,39.7881246776122
98.8981903839825,8.03078042019756,0,98.9485795660161,-6.96913494390814,0,98.9233828419144,0.531457717567554,0.334856963370712,-86.2344642611359,39.7881248802644
105.839511120829,8.05542533597502,0,105.896096382717,-6.94446793391651,0,105.86780102997,0.556200209664491,0.334855729300474,-86.2343829738661,39.7881251028139
112.779434299965,8.08357185554019,0,112.844981509124,-6.91628492922183,0,112.81220436123,0.584454317191462,0.334854556740392,-86.2343016867703,39.7881253569491
119.717952458469,8.11649804766076,0,119.795227710978,-6.88330290219686,0,119.75658541875,0.617503278836399,0.334853403942816,-86.2342203999351,39.7881256542122
126.655055347833,8.15548133429908,0,126.746825021993,-6.84423794063752,0,126.700934046081,0.656625086538281,0.334852244046902,-86.2341391134796,39.7881260060983
133.590729268032,8.20179850964576,0,133.699760052683,-6.79780522805339,0,133.645236652967,0.703098235112029,0.334851076818136,-86.2340578275627,39.788126424107
140.524956397271,8.25672574605161,0,140.654015288974,-6.74271903708861,0,140.589475522522,0.75820283238191,0.334849907450701,-86.233976542392,39.7881269197523
147.457714118235,8.32153858422519,0,147.609568381406,-6.67769273883789,0,147.533628118468,0.823219957167573,0.334848737381311,-86.233895258231,39.7881275045572
154.38897434171,8.39751190504653,0,154.566391425785,-6.60143883086424,0,154.477666389404,0.899430979225294,0.334847565405093,-86.2338139754084,39.7881281900469
161.318702829035,8.48591988034488,0,161.524450236702,-6.51266898675319,0,161.421556068604,0.988117252180854,0.334846391627406,-86.233732694325,39.788128987747
168.24685851512,8.58803589999725,0,168.483703615696,-6.41009413005426,0,168.365255970245,1.09056002710159,0.334845217586212,-86.2336514154631,39.7881299091816
175.173392833642,8.7051324727213,0,175.444102615645,-6.29242453546931,0,175.308717284065,1.2080404031057,0.334844043560225,-86.2335701393939,39.7881309658739
