-5.123886134495209,-119.3936844905365,-406.658676204489
-6.1431181308409215,-119.37157118002304,-406.6588545690643
-7.162505155880192,-119.34756390152252,-406.6590616084057
-8.182047359059542,-119.32260801765783,-406.65928625521946
-9.201756243340391,-119.29745379981192,-406.65951925023677
-10.221613025948079,-119.27274061710555,-406.6597557704185
-11.241617220687784,-119.24905828575478,-406.65998579204665
-12.261745600365167,-119.22700755593809,-406.66020848096395
-13.281986236467361,-119.20726438722374,-406.6604073874844
-14.302313240002702,-119.19065026332139,-406.66058016073316
-15.32271344479147,-119.17813999359528,-406.6607077837978
-16.343151683104388,-119.16980044022431,-406.6607946090405
-17.36359906620913,-119.16457173846992,-406.6608369049565
-18.384028094800865,-119.16164602627528,-406.6608533350304
-19.404414749083475,-119.16043001807374,-406.6608473483854
-20.424734094772443,-119.1603971842256,-406.6608220967663
-21.44496942494121,-119.16119480026688,-406.6607936536563
-22.46511259408846,-119.16261647550203,-406.6607577534235
-23.485145347145036,-119.16453974408022,-406.6607249374624
-24.5050647056275,-119.16678744407764,-406.6607015181245
-25.524853042951307,-119.16924227071513,-406.66068785988426
-26.544510943151593,-119.17193399152059,-406.66068378077597
-27.564028496151753,-119.17478139037893,-406.66069017386843
-28.583407187549987,-119.17767751364629,-406.6607023837288
-29.60263562980458,-119.18069184690178,-406.660713859644
-30.62171811872582,-119.18382148638631,-406.6607296816841
-31.640643590481275,-119.1869471568212,-406.6607454689596
-32.65941126219096,-119.19007736089415,-406.66075432860555
-33.67802845271128,-119.19330594416348,-406.66075658495714
-34.69649513080499,-119.19656497167131,-406.6607515751195
-35.714798765480474,-119.19977839730983,-406.6607350982621
-36.73295910425857,-119.20302180389595,-406.6607195920456
-37.75096816031677,-119.20627466072558,-406.66070547740094
-38.768830302368116,-119.20946407468585,-406.6606879591735
-39.7865559037062,-119.21259016948562,-406.66067339438706
-40.804145548090055,-119.21580526814114,-406.6606628378341
-41.82160107330094,-119.21909042090172,-406.66066040300376
-42.83892950448519,-119.22228925454053,-406.660675816263
-43.85614203494137,-119.22552493705567,-406.660696782153
-44.87324111915372,-119.22881790110121,-406.6607335298857
-45.89023839850109,-119.23205347072569,-406.66077911272544
-46.90713212021265,-119.23525697841674,-406.66083923138325
-47.923935217016535,-119.23848508521826,-406.66091337968544
-48.94065314067829,-119.24168733979103,-406.6609958929539
-49.9572902352966,-119.24484857316784,-406.66109004789973
-50.97384818007771,-119.24804177202809,-406.66118943843725
-51.990336180565144,-119.25123352195803,-406.66129561956643
-53.006762414387595,-119.2543555409224,-406.66141082418545
-54.0231275698086,-119.25753810027275,-406.66153243956404
-55.039438507234244,-119.26083260997883,-406.66165759297945
-56.05569921499226,-119.26409804750263,-406.66178930383535
-57.07190801926654,-119.26728613114693,-406.6619260586179
-58.08808057353148,-119.2705312767567,-406.66207144390165
-59.1042047104974,-119.27387478309015,-406.66221209225006
-60.120295294550814,-119.27718577168149,-406.66235658214254
-61.136356804364695,-119.28042909901677,-406.66250502548854
-62.15239007977647,-119.2836306411986,-406.662653731942
-63.16839712697381,-119.28688298277268,-406.6627984843872
-64.18438977284767,-119.29015814518235,-406.6629386847901
-65.20036201219045,-119.29333692993322,-406.66306684771615
-66.21632074476723,-119.29643780418293,-406.66319114502096
-67.23227198986685,-119.2995882903414,-406.66330750059547
-68.24821706207413,-119.30274748783005,-406.66341720089645
-69.26415570695676,-119.30578721549752,-406.6635086903558
-70.28009346955261,-119.30872904624792,-406.6635939482584
-71.29603287690178,-119.31161419117747,-406.6636726240202
-72.31198570245759,-119.31444549838642,-406.663743291226
-73.32793889550494,-119.31717924523849,-406.6638019916039
-74.34391327175179,-119.31983547416363,-406.6638574064987
-75.35989428636844,-119.32251634104236,-406.6639130396195
-76.37589540999194,-119.3251629233715,-406.66395981342566
-77.39190593908899,-119.3277556970276,-406.6640066832534
-78.40793880436856,-119.33044042679322,-406.6640547881498
-79.42398287075069,-119.33314897981191,-406.6641063624102
-80.44004538540564,-119.33581917524627,-406.6641645632027
-81.45611793458585,-119.33860874838703,-406.6642217070941
-82.47219978969137,-119.34149923398867,-406.6642809579475
-83.48829522394428,-119.3443698364565,-406.66434646176873
-84.50440384501074,-119.34733473165042,-406.6644146819697
-85.52052617203704,-119.35036936149889,-406.6644808242705
-86.53665570510519,-119.3533777577492,-406.6645474257286
-87.55279904596036,-119.35643100258969,-406.66461851598257
-88.56895480532398,-119.35952664584264,-406.6646848016706
-89.58512519185594,-119.36260115630384,-406.6647476315453
-90.6013158031589,-119.3656608025158,-406.6648097712726
-91.61751984245045,-119.36878597278393,-406.6648643639413
-92.63373720384949,-119.37198650313164,-406.6649166321546
-93.64997380940052,-119.37516789760807,-406.6649606502014
-94.66622535576933,-119.37833484576824,-406.6649993362606
-95.682484246009,-119.38156427704729,-406.66503885991847
-96.69876226545205,-119.38489139175464,-406.6650664693051
-97.71505367098338,-119.38825219559821,-406.6650895411686
-98.73135919544546,-119.39157304980255,-406.66511448533356
-99.74767153447668,-119.39487070066649,-406.66512982334024
-100.76399132584791,-119.39821958595392,-406.66514051548694
-101.78032340004103,-119.40168427369458,-406.6651460534551
-102.79666188687565,-119.40519344869571,-406.6651470188352
-103.81300171934492,-119.40864122096355,-406.6651399261579
-104.82934840629294,-119.41200870622936,-406.66513064799244
-105.84569271087456,-119.41532867505283,-406.66511797742754
-106.86203145475308,-119.41872427975535,-406.66510409230335
-107.87836980583144,-119.42226035435478,-406.66508047994324
-108.89470152533977,-119.42579084370459,-406.6650549357256
-109.91102856210735,-119.42923064554097,-406.6650302934273
-110.92734712661454,-119.43258093227357,-406.66500652463054
-111.94365612928303,-119.4359461781039,-406.66498258939856
-112.95995430582752,-119.43940052960062,-406.66495875322033
-113.97624579270965,-119.4428594277535,-406.6649353229373
-114.99252731890672,-119.44624643788535,-406.66491460623735
-116.00879543692365,-119.449552147699,-406.66488951204184
-117.02505737260473,-119.45289964170932,-406.66487271830596
-118.04130432264799,-119.45635460896675,-406.66485064791544
-119.05754424515173,-119.45977689277679,-406.6648318438037
-120.07377075574585,-119.46311440344886,-406.66481119584756
-121.08998930322849,-119.46639990729125,-406.664799089093
-122.10620227816223,-119.46969665528627,-406.6647832396161
-123.1224013765491,-119.47295293261148,-406.6647643442928
-124.13859369587637,-119.47607849899316,-406.6647494336579
-125.15477934502677,-119.47918024532567,-406.664738683985
-126.17095801002405,-119.48234996568563,-406.664723386782
-127.18712405721708,-119.48542092873474,-406.66471190151185
-128.20328255273378,-119.48837261987906,-406.66470547881084
-129.219441557403,-119.49127724796406,-406.6647014038279
-130.23559400627425,-119.49408999604688,-406.6647076570228
-131.25174051760604,-119.4967801333438,-406.6647117555586
-132.26788697862608,-119.49937712905712,-406.664732576973
-133.2840393393406,-119.50192356081045,-406.66475569519326
-134.3001867571325,-119.5044063923974,-406.66478985039504
-135.31634105222813,-119.50679313670526,-406.6648315464074
-136.3325011645896,-119.50918674670633,-406.6648830318252
-137.34866092974582,-119.51163682073295,-406.66494088180013
-138.36482367065523,-119.51402478041815,-406.6650019767358
-139.3809903782908,-119.5163749682206,-406.66507294236726
-140.39716445235663,-119.51880712070685,-406.66514153568414
-141.41333325071818,-119.52127582914146,-406.66521433097665
-142.42951134454347,-119.5236986960028,-406.6652871088823
-143.44568826565506,-119.52610639724824,-406.6653599673009
-144.4618754642622,-119.52857266580341,-406.6654277789754
-145.4780583186622,-119.5310949597137,-406.6654840427488
-146.49425219241232,-119.53359372578765,-406.6655393293657
-147.51044602130173,-119.53609274035547,-406.66558238925666
-148.5266502614014,-119.53870601287409,-406.66561602549564
-149.54285037822723,-119.5414094048444,-406.6656444059087
-150.55906370569087,-119.54410300754672,-406.66565781786886
-151.57528250056333,-119.5467714195206,-406.6656638306329
-152.59150271973132,-119.54954516322125,-406.6656599714958
-153.6077340401132,-119.55249133103565,-406.6656439916335
-154.62397883520254,-119.55547207515565,-406.6656191418755
-155.64022518995293,-119.5584037489115,-406.66559027022566
-156.65647829927445,-119.56131614135077,-406.66555364128953
-157.67273808126484,-119.56431476367271,-406.66550550621787
-158.6890102428761,-119.56742251622063,-406.66545535178875
-159.70527745623784,-119.57052173540511,-406.66540708068186
-160.72155700454445,-119.57356849902038,-406.66535852032393
-161.73783669150544,-119.57661621754885,-406.6653123944758
-162.75412333809032,-119.57976067432051,-406.6652712680247
-163.7704030918765,-119.58299530035332,-406.6652331684578
-164.7866891144004,-119.5862213426319,-406.665206646867
-165.80297594768098,-119.58940563524212,-406.6651920106503
-166.8192607145434,-119.59261537814406,-406.6651830200396
-167.83554037157828,-119.59592030495784,-406.66518860581607
-168.85181939333523,-119.59929157758499,-406.6651962016523
-169.8680943171852,-119.60263260242117,-406.66521906035535
-170.8843649822373,-119.6059151622796,-406.6652409330616
-171.9006355077843,-119.6092056616023,-406.6652706198393
-172.91689472349563,-119.6125470867765,-406.6653040823711
-173.93315409382132,-119.61588099677387,-406.6653360632119
-174.94941046781355,-119.6191207984835,-406.6653692473183
-175.9656568181563,-119.62225518429527,-406.665402824124
-176.98190365753686,-119.62537796282203,-406.6654369110833
-177.99814629774278,-119.62849824013847,-406.66547188375677
-179.014385925543,-119.63151963536086,-406.66550170732427
-180.03062637560006,-119.634390185472,-406.665529799558
-181.04686670564982,-119.6371572188432,-406.6655640937575
-182.0631117799447,-119.63998241666398,-406.665598352827
-183.07935825496963,-119.64285614718456,-406.66563051289637
-184.09561720879466,-119.64562368566862,-406.6656696432984
-185.11188326842563,-119.64830114347507,-406.6657142108286
-186.12816928464702,-119.65097755728371,-406.6657620031442
-187.1444745265433,-119.65371753597094,-406.6658129684393
-188.1608011158505,-119.656448564386,-406.6658660802769
-189.17715309168636,-119.65911556276158,-406.6659298866725
-190.19353923666654,-119.66181753390886,-406.66599068832807
-191.209952825435,-119.66460948455271,-406.6660483287495
-192.22640051096167,-119.66740789588451,-406.66610992403827
-193.24289538026855,-119.670160715313,-406.666168404499
-194.2594241201809,-119.67290457752883,-406.6662243960883
-195.27600761057587,-119.67579861384527,-406.66627716818704
-196.2926369061834,-119.67877055905727,-406.6663204442817
-197.30931661650715,-119.6816866553352,-406.66636682149124
-198.32605397565248,-119.684574627439,-406.66640364750157
