-341.23891451,-0.28279961,0.00000000,0.00000000
-341.66247873,-0.93831729,0.00000000,0.00000000
-342.08330891,-1.59559106,0.00000000,0.00000000
-342.50142865,-2.25459541,0.00000000,0.00000000
-342.91788726,-2.91464889,0.00000000,0.00000000
-343.33313403,-3.57546579,0.00000000,0.00000000
-343.74758267,-4.23678354,0.00000000,0.00000000
-344.16148423,-4.89844373,0.00000000,0.00000000
-344.57508423,-5.56029251,0.00000000,0.00000000
-344.98866329,-6.22215435,0.00000000,0.00000000
-345.40240826,-6.88391249,0.00000000,0.00000000
-345.81619353,-7.54564546,0.00000000,0.00000000
-346.22965388,-8.20758147,0.00000000,0.00000000
-346.64237350,-8.86997965,0.00000000,0.00000000
-347.05396625,-9.53307864,0.00000000,0.00000000
-347.46407808,-10.19709459,0.00000000,0.00000000
-347.87270014,-10.86202830,0.00000000,0.00000000
-348.28013023,-11.52769308,0.00000000,0.00000000
-348.68676588,-12.19384337,0.00000000,0.00000000
-349.09295278,-12.86026736,0.00000000,0.00000000
-349.49904297,-13.52675030,0.00000000,0.00000000
-349.90518266,-14.19320307,0.00000000,0.00000000
-350.31129641,-14.85967165,0.00000000,0.00000000
-350.71721012,-15.52626208,0.00000000,0.00000000
-351.12279634,-16.19305184,0.00000000,0.00000000
-351.52791397,-16.86012640,0.00000000,0.00000000
-351.93239093,-17.52758964,0.00000000,0.00000000
-352.33602175,-18.19556491,0.00000000,0.00000000
-352.73857803,-18.86418833,0.00000000,0.00000000
-353.13983031,-19.53359520,0.00000000,0.00000000
-353.53953985,-20.20392432,0.00000000,0.00000000
-353.93765940,-20.87519902,0.00000000,0.00000000
-354.33445065,-21.54725970,0.00000000,0.00000000
-354.73040566,-22.21981334,0.00000000,0.00000000
-355.12597159,-22.89259588,0.00000000,0.00000000
-355.52161274,-23.56533418,0.00000000,0.00000000
-355.91763537,-24.23784799,0.00000000,0.00000000
-356.31399328,-24.91016425,0.00000000,0.00000000
-356.71033178,-25.58249195,0.00000000,0.00000000
-357.10633172,-26.25501914,0.00000000,0.00000000
-357.50168115,-26.92792895,0.00000000,0.00000000
-357.89608689,-27.60139233,0.00000000,0.00000000
-358.28936610,-28.27551421,0.00000000,0.00000000
-358.68144288,-28.95033615,0.00000000,0.00000000
-359.07223980,-29.62590010,0.00000000,0.00000000
-359.46166090,-30.30225804,0.00000000,0.00000000
-359.84965760,-30.97943413,0.00000000,0.00000000
-360.23634371,-31.65735938,0.00000000,0.00000000
-360.62203020,-32.33585386,0.00000000,0.00000000
-361.00705587,-33.01472350,0.00000000,0.00000000
-361.39174412,-33.69378439,0.00000000,0.00000000
-361.77640693,-34.37285970,0.00000000,0.00000000
-362.16117450,-35.05187564,0.00000000,0.00000000
-362.54593707,-35.73089443,0.00000000,0.00000000
-362.93051574,-36.41001739,0.00000000,0.00000000
-363.31476969,-37.08932413,0.00000000,0.00000000
-363.69854181,-37.76890321,0.00000000,0.00000000
-364.08168891,-38.44883489,0.00000000,0.00000000
-364.46408511,-39.12918915,0.00000000,0.00000000
