-361.5472297,1.7924540,-0.0015725
-361.9261708,0.8662543,-0.0013941
-362.3053016,-0.0598240,-0.0011788
-362.6846534,-0.9857226,-0.0009301
-363.0642259,-1.9114138,-0.0006558
-363.4440159,-2.8368938,-0.0003964
-363.8240337,-3.7621798,-0.0001560
-364.2043161,-4.6872985,0.0000501
-364.5848242,-5.6123241,0.0002057
-364.9652974,-6.5374075,0.0002454
-365.3459227,-7.4624720,0.0002217
-365.7267421,-8.3874966,0.0001672
-366.1077545,-9.3124844,0.0000987
-366.4889533,-10.2374235,0.0000170
-366.8703245,-11.1623016,-0.0000640
-367.2518649,-12.0871143,-0.0001464
-367.6335640,-13.0118571,-0.0002175
-368.0154016,-13.9365170,-0.0002765
-368.3973697,-14.8610900,-0.0003290
-368.7794499,-15.7855751,-0.0003536
-369.1616279,-16.7099586,-0.0003735
-369.5438860,-17.6342434,-0.0003735
-369.9262108,-18.5584170,-0.0003568
-370.3085810,-19.4824783,-0.0003327
-370.6909776,-20.4064318,-0.0002902
-371.0733840,-21.3302683,-0.0002455
-371.4557756,-22.2539874,-0.0001867
-371.8381332,-23.1775894,-0.0001237
-372.2204366,-24.1010722,-0.0000599
-372.6026630,-25.0244468,0.0000106
-372.9847837,-25.9477026,0.0000844
-373.3667762,-26.8708403,0.0001612
-373.7486247,-27.7938770,0.0002320
-374.1302895,-28.7168029,0.0003084
-374.5117522,-29.6396277,0.0003826
-374.8929811,-30.5623504,0.0004617
-375.2739525,-31.4849871,0.0005359
-375.6546365,-32.4075344,0.0006132
-376.0350116,-33.3300047,0.0006855
-376.4150348,-34.2523979,0.0007584
-376.7946812,-35.1747229,0.0008319
-377.1739239,-36.0969944,0.0009142
-377.5527291,-37.0192240,0.0009878
-377.9310637,-37.9414032,0.0010682
-378.3089079,-38.8635572,0.0011490
-378.6862151,-39.7856853,0.0012268
-379.0629604,-40.7078096,0.0013091
-379.4391140,-41.6299309,0.0013988
-379.8146257,-42.5520623,0.0014792
-380.1894807,-43.4742163,0.0015632
-380.5636514,-44.3964081,0.0016526
-380.9370868,-45.3186379,0.0017405
-381.3097623,-46.2409254,0.0018287
-381.6816508,-47.1632826,0.0019163
-382.0526910,-48.0857207,0.0019954
-382.4228739,-49.0082457,0.0020719
-382.7921658,-49.9308668,0.0021532
-383.1605235,-50.8535999,0.0022257
-383.5279176,-51.7764578,0.0022895
-383.8943168,-52.6994369,0.0023473
-384.2596538,-53.6225723,0.0023903
-384.6239232,-54.5458504,0.0024238
-384.9870896,-55.4692724,0.0024531
-385.3491135,-56.3928632,0.0024672
-385.7099528,-57.3166188,0.0024722
-386.0695889,-58.2405508,0.0024655
-386.4279251,-59.1646676,0.0024355
-386.7849642,-60.0889665,0.0023960
-387.1406846,-61.0134453,0.0023449
-387.4950233,-61.9381091,0.0022837
-387.8479445,-62.8629630,0.0022156
-388.1994200,-63.7879968,0.0021479
-388.5493515,-64.7132485,0.0020525
-388.8977254,-65.6386884,0.0019540
-389.2445261,-66.5643162,0.0018654
-389.5896839,-67.4901351,0.0017749
-389.9331576,-68.4161497,0.0017036
-390.2749202,-69.3423560,0.0016493
-390.6148422,-70.2687862,0.0016038
-390.9529066,-71.1954267,0.0015700
-391.2891076,-72.1222759,0.0015846
-391.6233592,-73.0493415,0.0016325
-391.9556195,-73.9766478,0.0017235
-392.2858507,-74.9041771,0.0018683
-392.6139286,-75.8319972,0.0020431
-392.9397975,-76.7601046,0.0022599
-393.2634673,-77.6885174,0.0025418
-393.5848354,-78.6172619,0.0028627
-393.9038537,-79.5463769,0.0032304
-394.2204855,-80.4758777,0.0036373
-394.5345919,-81.4058420,0.0040614
-394.8461060,-82.3363099,0.0044705
-395.1550313,-83.2673048,0.0048880
-395.4612523,-84.1988970,0.0052668
-395.7647201,-85.1311372,0.0055981
-396.0653991,-86.0640770,0.0058564
-396.3631454,-86.9978027,0.0059927
-396.6578873,-87.9323797,0.0059740
-396.9496427,-88.8678314,0.0058022
-397.2383025,-89.8042465,0.0054259
-397.5238679,-90.7416542,0.0048486
-397.8063598,-91.6800807,0.0040721
-398.0857050,-92.6195725,0.0030582
-398.3620102,-93.5601106,0.0018645
-398.6354844,-94.5016478,0.0005524
-398.9063151,-95.4440977,-0.0007749
-399.1750165,-96.3872955,-0.0019336
-399.4421616,-97.3310293,-0.0026910
-399.7080628,-98.2751435,-0.0029182
-399.9724912,-99.2196124,-0.0026648
-400.2349842,-100.1644913,-0.0021140
-400.4951701,-101.1097949,-0.0013655
-400.7528617,-102.0554919,-0.0004895
-401.0078526,-103.0015701,0.0004474
