-312.60586,22.040477,0.0,30.0,-0.00036651227224479007
-312.597862,21.040511,0.9999979845779695,30.0,0.0
-312.590505,20.04054,1.9999960477210925,30.0,0.0
-312.583684,19.040565,2.9999943110525837,30.0,0.0
-312.577285,18.040587,3.999992784893921,30.0,0.0
-312.571193,17.040607,4.999991341324876,30.0,0.0
-312.565296,16.040626,5.999989728808578,30.0,0.0
-312.559486,15.040645,6.999987607036827,30.0,0.0
-312.55366,14.040664,7.999985578353269,30.0,0.0
-312.547728,13.040683,8.999984172844782,30.0,0.0
-312.541607,12.040704,9.999981906383212,30.0,0.0
-312.535227,11.040726,10.999980258823856,30.0,0.0
-312.528527,10.04075,11.999978704110648,30.0,0.0
-312.52146,9.040777,12.999976675717589,30.0,0.0
-312.513987,8.040807,13.999974599029933,30.0,0.0
-312.506078,7.04084,14.999972875713446,30.0,0.0
-312.497716,6.040876,15.999971837882908,30.0,0.0
-312.488887,5.040917,16.99996981434186,30.0,0.0
-312.479588,4.040962,17.999968051053305,30.0,0.0
-312.46982,3.041012,18.999965759212678,30.0,0.0
-312.459589,2.041066,19.999964097349796,30.0,0.0
-312.448906,1.041125,20.999962162332924,30.0,0.0
-312.437783,0.041188,21.999961024881276,30.0,0.0
-312.426238,-0.958743,22.999958670771505,30.0,0.0
-312.414285,-1.95867,23.999957110539288,30.0,0.0
-312.401943,-2.958592,24.999955276061606,30.0,0.0
-312.38923,-3.95851,25.999954089607403,30.0,0.0
-312.376165,-4.958422,26.999951440588394,30.0,0.0
-312.362764,-5.958331,27.999950238128672,30.0,0.0
-312.349046,-6.958235,28.99994833449686,30.0,0.0
-312.335028,-7.958135,29.99994659165734,30.0,0.0
-312.320727,-8.958031,30.999944856364337,30.0,0.0
-312.30616,-9.957923,31.99994296093904,30.0,0.0
-312.291344,-10.957811,32.999940724136536,30.0,0.0
-312.276298,-11.957696,33.99993892180541,30.0,0.0
-312.261041,-12.957578,34.99993731679062,30.0,0.0
-312.245593,-13.957457,35.99993564446172,30.0,0.0
-312.229976,-14.957333,36.999933597492124,30.0,0.0
-312.214215,-15.957207,37.99993180998903,30.0,0.0
-312.198336,-16.95708,38.99993088937361,30.0,0.0
-312.182368,-17.95695,39.99992838633247,30.0,0.0
-312.166341,-18.95682,40.99992682714576,30.0,0.0
-312.150288,-19.956689,41.99992468512846,30.0,0.0
-312.134243,-20.956559,42.99992341459015,30.0,0.0
-312.11824,-21.956429,43.99992147104276,30.0,0.0
-312.102314,-22.9563,44.9999192980989,30.0,0.0
-312.086499,-23.956174,45.999918363148964,30.0,0.0
-312.070829,-24.956049,46.999916145409,30.0,0.0
-312.055338,-25.955927,47.999914138389485,30.0,0.0
-312.040057,-26.955809,48.999912899831216,30.0,0.0
-312.025016,-27.955694,49.999911022282454,30.0,0.0
-312.010242,-28.955583,50.999909163979225,30.0,0.0
-311.995761,-29.955476,51.99990701938193,30.0,0.0
-311.981598,-30.955374,52.99990531986698,30.0,0.0
