-312.6145910,23.0404370,-224.1513020,30.0000000
-312.6058600,22.0404770,-224.1512990,30.0000000
-312.5978620,21.0405110,-224.1512970,30.0000000
-312.5905050,20.0405400,-224.1512950,30.0000000
-312.5836840,19.0405650,-224.1512940,30.0000000
-312.5772850,18.0405870,-224.1512930,30.0000000
-312.5711930,17.0406070,-224.1512920,30.0000000
-312.5652960,16.0406260,-224.1512910,30.0000000
-312.5594860,15.0406450,-224.1512910,30.0000000
-312.5536600,14.0406640,-224.1512910,30.0000000
-312.5477280,13.0406830,-224.1512910,30.0000000
-312.5416070,12.0407040,-224.1512910,30.0000000
-312.5352270,11.0407260,-224.1512900,30.0000000
-312.5285270,10.0407500,-224.1512900,30.0000000
-312.5214600,9.0407770,-224.1512900,30.0000000
-312.5139870,8.0408070,-224.1512900,30.0000000
-312.5060780,7.0408400,-224.1512900,30.0000000
-312.4977160,6.0408760,-224.1512890,30.0000000
-312.4888870,5.0409170,-224.1512890,30.0000000
-312.4795880,4.0409620,-224.1512880,30.0000000
-312.4698200,3.0410120,-224.1512880,30.0000000
-312.4595890,2.0410660,-224.1512870,30.0000000
-312.4489060,1.0411250,-224.1512860,30.0000000
-312.4377830,0.0411880,-224.1512860,30.0000000
-312.4262380,-0.9587430,-224.1512850,30.0000000
-312.4142850,-1.9586700,-224.1512840,30.0000000
-312.4019430,-2.9585920,-224.1512830,30.0000000
-312.3892300,-3.9585100,-224.1512820,30.0000000
-312.3761650,-4.9584220,-224.1512810,30.0000000
-312.3627640,-5.9583310,-224.1512800,30.0000000
-312.3490460,-6.9582350,-224.1512790,30.0000000
-312.3350280,-7.9581350,-224.1512780,30.0000000
-312.3207270,-8.9580310,-224.1512770,30.0000000
-312.3061600,-9.9579230,-224.1512760,30.0000000
-312.2913440,-10.9578110,-224.1512750,30.0000000
-312.2762980,-11.9576960,-224.1512740,30.0000000
-312.2610410,-12.9575780,-224.1512730,30.0000000
-312.2455930,-13.9574570,-224.1512730,30.0000000
-312.2299760,-14.9573330,-224.1512720,30.0000000
-312.2142150,-15.9572070,-224.1512720,30.0000000
-312.1983360,-16.9570800,-224.1512720,30.0000000
-312.1823680,-17.9569500,-224.1512730,30.0000000
-312.1663410,-18.9568200,-224.1512730,30.0000000
-312.1502880,-19.9566890,-224.1512740,30.0000000
-312.1342430,-20.9565590,-224.1512760,30.0000000
-312.1182400,-21.9564290,-224.1512780,30.0000000
-312.1023140,-22.9563000,-224.1512800,30.0000000
-312.0864990,-23.9561740,-224.1512820,30.0000000
-312.0708290,-24.9560490,-224.1512850,30.0000000
-312.0553380,-25.9559270,-224.1512880,30.0000000
-312.0400570,-26.9558090,-224.1512920,30.0000000
-312.0250160,-27.9556940,-224.1512960,30.0000000
-312.0102420,-28.9555830,-224.1513000,30.0000000
-311.9957610,-29.9554760,-224.1513050,30.0000000
-311.9815980,-30.9553740,-224.1513100,30.0000000
-311.9677720,-31.9552770,-224.1513150,30.0000000
-311.9543000,-32.9551840,-224.1513200,30.0000000
-311.9411890,-33.9550970,-224.1513250,30.0000000
-311.9284360,-34.9550130,-224.1513310,30.0000000
-311.9160280,-35.9549350,-224.1513360,30.0000000
-311.9039450,-36.9548600,-224.1513420,30.0000000
-311.8921580,-37.9547890,-224.1513480,30.0000000
-311.8806370,-38.9547200,-224.1513540,30.0000000
-311.8693500,-39.9546550,-224.1513610,30.0000000
-311.8582630,-40.9545920,-224.1513670,30.0000000
-311.8473430,-41.9545300,-224.1513730,30.0000000
-311.8365610,-42.9544700,-224.1513800,30.0000000
-311.8258860,-43.9544120,-224.1513870,30.0000000
-311.8152930,-44.9543540,-224.1513930,30.0000000
-311.8047570,-45.9542960,-224.1514000,30.0000000
-311.7942590,-46.9542400,-224.1514070,30.0000000
-311.7837790,-47.9541830,-224.1514140,30.0000000
-311.7733010,-48.9541260,-224.1514210,30.0000000
-311.7628140,-49.9540690,-224.1514280,30.0000000
-311.7523040,-50.9540120,-224.1514360,30.0000000
-311.7417640,-51.9539550,-224.1514430,30.0000000
-311.7311840,-52.9538970,-224.1514510,30.0000000
-311.7205570,-53.9538390,-224.1514590,30.0000000
-311.7098770,-54.9537800,-224.1514670,30.0000000
-311.6991380,-55.9537210,-224.1514750,30.0000000
-311.6883340,-56.9536610,-224.1514840,30.0000000
-311.6774580,-57.9536000,-224.1514920,30.0000000
-311.6665040,-58.9535380,-224.1515010,30.0000000
-311.6554640,-59.9534750,-224.1515090,30.0000000
-311.6443310,-60.9534120,-224.1515180,30.0000000
-311.6330950,-61.9533470,-224.1515280,30.0000000
-311.6217490,-62.9532800,-224.1515370,30.0000000
-311.6102810,-63.9532130,-224.1515460,30.0000000
-311.5986810,-64.9531440,-224.1515560,30.0000000
-311.5869400,-65.9530730,-224.1515660,30.0000000
-311.5750470,-66.9530010,-224.1515760,30.0000000
